Plate,Metadata_Well,Drug,Concentration,Metadata_row,Metadata_column,NumberOfCells,NumberOfCells_ADR,NumberOfCells_MES
2214051,F13,Perifosine,1.0,6,13,1714.0,1432.0,282.0
2214051,F14,RD162,0.1,6,14,1833.0,1476.0,357.0
2214051,F15,RD162,1.0,6,15,1852.0,1490.0,362.0
2214051,F16,LY2109761,0.5,6,16,1645.0,1238.0,407.0
2214051,F17,GI254023X,1.0,6,17,1734.0,1413.0,321.0
2214051,F18,DMSO,0.0,6,18,1658.0,1340.0,318.0
2214051,F19,Apratastat (TMI-005),0.01,6,19,1842.0,1476.0,366.0
2214051,F20,Brequinar,0.1,6,20,1610.0,1296.0,314.0
2214051,F21,BMS 345541 (trifluoroacetate salt),0.1,6,21,1777.0,1368.0,409.0
2214051,F22,BMS493,0.1,6,22,1627.0,1226.0,401.0
2214051,F23,CEP-37440,0.01,6,23,1648.0,1341.0,307.0
2214051,F24,Salubrinal,0.1,6,24,1640.0,1418.0,222.0
2214051,G01,Sitravatinib,0.01,7,1,1723.0,1375.0,348.0
2214051,G02,Perifosine,10.0,7,2,802.0,612.0,190.0
2214051,G03,Salubrinal,1.0,7,3,1727.0,1353.0,374.0
2214051,G04,DMSO,0.0,7,4,1671.0,1248.0,423.0
2214051,G05,VLX600,0.1,7,5,1674.0,1355.0,319.0
2214051,G06,BMS493,0.01,7,6,1548.0,1112.0,436.0
2214051,G07,Piperlongumine,0.01,7,7,1602.0,1284.0,318.0
2214051,G08,6-Aminonicotinamide,10.0,7,8,1807.0,1445.0,362.0
2214051,G09,VLX600,0.01,7,9,1783.0,1471.0,312.0
2214051,G10,GM6001 (Ilomastat ),10.0,7,10,1654.0,1303.0,351.0
2214051,G11,C188-9,0.1,7,11,1784.0,1498.0,286.0
2214051,G12,BMS 345541 (trifluoroacetate salt),1.0,7,12,1773.0,1426.0,347.0
2214051,G13,SGI-7079,0.01,7,13,1542.0,1274.0,268.0
2214051,G14,R428,0.1,7,14,1547.0,1211.0,336.0
2214051,G15,Piperlongumine,1.0,7,15,1366.0,1101.0,265.0
2214051,G16,CPI-455,10.0,7,16,1738.0,1414.0,324.0
2214051,G17,6-Aminonicotinamide,0.1,7,17,1709.0,1421.0,288.0
2214051,G18,MAK-683,10.0,7,18,1677.0,1306.0,371.0
2214051,G19,DMSO,0.0,7,19,1714.0,1363.0,351.0
2214051,G20,BMS 345541 (trifluoroacetate salt),0.01,7,20,1710.0,1386.0,324.0
2214051,G21,BIBR 1532,0.01,7,21,1575.0,1260.0,315.0
2214051,G22,Pladienolide B,10.0,7,22,132.0,97.0,35.0
2214051,G23,(-)-DHMEQ,1.0,7,23,1624.0,1335.0,289.0
2214051,G24,Salubrinal,10.0,7,24,1332.0,1164.0,168.0
2214051,H01,LGK974,0.01,8,1,1470.0,1219.0,251.0
2214051,H02,6-Aminonicotinamide,1.0,8,2,1367.0,1042.0,325.0
2214051,H03,DMSO,0.0,8,3,1675.0,1336.0,339.0
2214051,H04,MAK-683,0.01,8,4,1757.0,1355.0,402.0
2214051,H05,GSK481,0.01,8,5,1624.0,1265.0,359.0
2214051,H06,"10,12-Tricosadiynoic acid",0.1,8,6,1629.0,1215.0,414.0
2214051,H07,Fluvastatin,10.0,8,7,1441.0,1194.0,247.0
2214051,H08,TAK-243 (MLN7243),1.0,8,8,4.0,2.0,2.0
2214051,H09,Fluvastatin,10.0,8,9,1302.0,1152.0,150.0
2214051,H11,BIBR 1532,0.1,8,11,1820.0,1457.0,363.0
2214051,H12,LY2109761,0.05,8,12,1772.0,1477.0,295.0
2214051,H13,GM6001 (Ilomastat ),1.0,8,13,1645.0,1389.0,256.0
2214051,H14,LGK974,1.0,8,14,1604.0,1268.0,336.0
2214051,H15,BMS 345541 (trifluoroacetate salt),0.01,8,15,1675.0,1356.0,319.0
2214051,H16,Salinomycin (sodium salt),0.1,8,16,1574.0,1317.0,257.0
2214051,H17,RD162,1.0,8,17,1518.0,1236.0,282.0
2214051,H18,CPI-455,0.1,8,18,1483.0,1200.0,283.0
2214051,H19,Sitravatinib,1.0,8,19,1185.0,1037.0,148.0
2214051,H20,DMSO,0.0,8,20,1792.0,1459.0,333.0
2214051,H21,C188-9,1.0,8,21,1885.0,1523.0,362.0
2214051,H22,LY2109761,5.0,8,22,1213.0,851.0,362.0
2214051,H23,Spautin 1,10.0,8,23,1616.0,1455.0,161.0
2214051,H24,(-)-DHMEQ,0.01,8,24,1575.0,1354.0,221.0
2214051,I01,Piperlongumine,0.01,9,1,1562.0,1246.0,316.0
2214051,I02,6-Aminonicotinamide,0.01,9,2,1711.0,1254.0,457.0
2214051,I03,LY2109761,0.005,9,3,1841.0,1488.0,353.0
2214051,I04,Pladienolide B,1.0,9,4,158.0,113.0,45.0
2214051,I05,C188-9,1.0,9,5,1861.0,1544.0,317.0
2214051,I06,DMSO,0.0,9,6,1844.0,1490.0,354.0
2214051,I07,Spautin 1,0.01,9,7,1830.0,1439.0,391.0
2214051,I08,Brequinar,1.0,9,8,1617.0,1351.0,266.0
2214051,I09,CEP-37440,1.0,9,9,998.0,832.0,166.0
2214051,I10,10058-F4,1.0,9,10,1626.0,1257.0,369.0
2214051,I11,LOXO-292,0.01,9,11,1672.0,1322.0,350.0
2214051,I12,Pladienolide B,0.01,9,12,90.0,63.0,27.0
2214051,I13,TAK-243 (MLN7243),0.01,9,13,1779.0,1439.0,340.0
2214051,I14,Salinomycin (sodium salt),1.0,9,14,480.0,391.0,89.0
2214051,I15,Salubrinal,0.01,9,15,1770.0,1450.0,320.0
2214051,I16,"10,12-Tricosadiynoic acid",0.01,9,16,1777.0,1498.0,279.0
2214051,I17,"10,12-Tricosadiynoic acid",1.0,9,17,1817.0,1468.0,349.0
2214051,I18,(-)-DHMEQ,0.1,9,18,1852.0,1485.0,367.0
2214051,I19,CEP-37440,10.0,9,19,117.0,109.0,8.0
2214051,I20,10058-F4,0.1,9,20,1834.0,1516.0,318.0
2214051,I21,DMSO,0.0,9,21,1724.0,1411.0,313.0
2214051,I22,TAK-243 (MLN7243),10.0,9,22,11.0,3.0,8.0
2214051,I23,LOXO-292,10.0,9,23,1696.0,1372.0,324.0
2214051,I24,Brusatol,10.0,9,24,77.0,64.0,13.0
2214051,J01,Apratastat (TMI-005),0.1,10,1,1516.0,1230.0,286.0
2214051,J02,Ezatiostat,10.0,10,2,1674.0,1344.0,330.0
2214051,J03,LGK974,10.0,10,3,1415.0,1115.0,300.0
2214051,J04,6-Aminonicotinamide,1.0,10,4,1637.0,1332.0,305.0
2214051,J05,DMSO,0.0,10,5,1770.0,1384.0,386.0
2214051,J06,LOXO-292,1.0,10,6,1614.0,1283.0,331.0
2214051,J07,Alvespimycin (17-DMAG),0.01,10,7,1538.0,1195.0,343.0
2214051,J08,Ezatiostat,10.0,10,8,1740.0,1452.0,288.0
2214051,J09,Pladienolide B,10.0,10,9,139.0,103.0,36.0
2214051,J10,Forskolin,0.01,10,10,1814.0,1512.0,302.0
2214051,J11,LGK974,10.0,10,11,1220.0,1028.0,192.0
2214051,J12,Salinomycin (sodium salt),0.1,10,12,1622.0,1361.0,261.0
2214051,J13,Alvespimycin (17-DMAG),0.1,10,13,1070.0,847.0,223.0
2214051,J14,(-)-DHMEQ,10.0,10,14,1517.0,1261.0,256.0
2214051,J15,GSK1070916,0.01,10,15,994.0,822.0,172.0
2214051,J16,Fluvastatin,0.1,10,16,1548.0,1278.0,270.0
2214051,J17,XAV939,0.01,10,17,1637.0,1289.0,348.0
2214051,J18,MIM1,0.01,10,18,1601.0,1284.0,317.0
2214051,J19,10058-F4,0.01,10,19,1609.0,1328.0,281.0
2214051,J20,CEP-37440,10.0,10,20,100.0,93.0,7.0
2214051,J21,R428,1.0,10,21,1530.0,1304.0,226.0
2214051,J22,DMSO,0.0,10,22,1617.0,1225.0,392.0
2214051,J23,IPI-549,1.0,10,23,1569.0,1364.0,205.0
2214051,J24,TAK-243 (MLN7243),1.0,10,24,12.0,6.0,6.0
2214051,K01,Brusatol,0.01,11,1,1405.0,1100.0,305.0
2214051,K02,"10,12-Tricosadiynoic acid",0.01,11,2,1786.0,1441.0,345.0
2214051,K03,6-Aminonicotinamide,0.01,11,3,1615.0,1183.0,432.0
2214051,K04,Valemetostat,0.01,11,4,1811.0,1438.0,373.0
2214051,K05,Crenigacestat,10.0,11,5,1860.0,1373.0,487.0
2214051,K06,Piperlongumine,1.0,11,6,1560.0,1202.0,358.0
2214051,K07,Pladienolide B,0.01,11,7,87.0,62.0,25.0
2214051,K08,DMSO,0.0,11,8,1677.0,1389.0,288.0
2214051,K09,Valemetostat,1.0,11,9,1780.0,1413.0,367.0
2214051,K10,GM6001 (Ilomastat ),0.01,11,10,1762.0,1404.0,358.0
2214051,K11,Brequinar,0.01,11,11,1536.0,1217.0,319.0
2214051,K12,Salinomycin (sodium salt),0.01,11,12,1636.0,1289.0,347.0
2214051,K13,Sitravatinib,10.0,11,13,578.0,556.0,22.0
2214051,K14,SGI-7079,0.01,11,14,1552.0,1161.0,391.0
2214051,K15,Perifosine,0.01,11,15,1599.0,1284.0,315.0
2214051,K16,DMSO,0.0,11,16,1701.0,1392.0,309.0
2214051,K17,Fluvastatin,0.01,11,17,1692.0,1342.0,350.0
2214051,K18,BIBR 1532,1.0,11,18,1587.0,1279.0,308.0
2214051,K19,Crenigacestat,1.0,11,19,1563.0,1157.0,406.0
2214051,K20,Perifosine,0.01,11,20,1808.0,1479.0,329.0
2214051,K21,RD162,10.0,11,21,1670.0,1307.0,363.0
2214051,K22,Salinomycin (sodium salt),10.0,11,22,54.0,35.0,19.0
2214051,K23,DMSO,0.0,11,23,1605.0,1217.0,388.0
2214051,K24,BMS493,1.0,11,24,1305.0,1023.0,282.0
2214051,L01,Brusatol,1.0,12,1,203.0,167.0,36.0
2214051,L02,(-)-DHMEQ,0.1,12,2,1588.0,1228.0,360.0
2214051,L03,GI254023X,10.0,12,3,1553.0,1189.0,364.0
2214051,L04,CPI-455,1.0,12,4,1708.0,1342.0,366.0
2214051,L05,LGK974,0.1,12,5,1799.0,1462.0,337.0
2214051,L06,SGI-7079,1.0,12,6,246.0,182.0,64.0
2214051,L07,DMSO,0.0,12,7,1711.0,1372.0,339.0
2214051,L08,Salinomycin (sodium salt),1.0,12,8,303.0,251.0,52.0
2214051,L09,Alvespimycin (17-DMAG),1.0,12,9,269.0,243.0,26.0
2214051,L10,C188-9,0.01,12,10,1567.0,1279.0,288.0
2214051,L11,(-)-DHMEQ,1.0,12,11,1753.0,1390.0,363.0
2214051,L12,ML-210,0.1,12,12,1316.0,1104.0,212.0
2214051,L13,BMS493,0.1,12,13,1363.0,994.0,369.0
2214051,L14,LOXO-292,0.1,12,14,1618.0,1297.0,321.0
2214051,L15,DMSO,0.0,12,15,1552.0,1254.0,298.0
2214051,L16,BIBR 1532,0.1,12,16,1860.0,1612.0,248.0
2214051,L17,BMS 345541 (trifluoroacetate salt),10.0,12,17,48.0,35.0,13.0
2214051,L18,MAK-683,1.0,12,18,1719.0,1341.0,378.0
2214051,L19,10058-F4,0.1,12,19,1695.0,1360.0,335.0
2214051,L20,SGI-7079,0.1,12,20,1371.0,1026.0,345.0
2214051,L21,GSK1070916,1.0,12,21,666.0,574.0,92.0
2214051,L22,Piperlongumine,0.1,12,22,1724.0,1408.0,316.0
2214051,L23,Apratastat (TMI-005),1.0,12,23,1817.0,1453.0,364.0
2214051,L24,DMSO,0.0,12,24,1548.0,1300.0,248.0
2214051,M01,CEP-37440,0.01,13,1,1535.0,1194.0,341.0
2214051,M03,GI254023X,1.0,13,3,1588.0,1222.0,366.0
2214051,M04,C188-9,10.0,13,4,1062.0,878.0,184.0
2214051,M05,MIM1,0.1,13,5,1722.0,1383.0,339.0
2214051,M06,RD162,0.01,13,6,1630.0,1307.0,323.0
2214051,M07,Forskolin,0.1,13,7,1568.0,1203.0,365.0
2214051,M08,ML-210,0.01,13,8,1656.0,1315.0,341.0
2214051,M09,Spautin 1,1.0,13,9,1630.0,1308.0,322.0
2214051,M10,DMSO,0.0,13,10,1770.0,1370.0,400.0
2214051,M11,"10,12-Tricosadiynoic acid",0.1,13,11,1626.0,1320.0,306.0
2214051,M12,MIM1,0.1,13,12,1630.0,1310.0,320.0
2214051,M13,Alvespimycin (17-DMAG),10.0,13,13,23.0,18.0,5.0
2214051,M14,DMSO,0.0,13,14,1617.0,1315.0,302.0
2214051,M15,Piperlongumine,0.1,13,15,1598.0,1244.0,354.0
2214051,M16,Ezatiostat,0.1,13,16,1768.0,1494.0,274.0
2214051,M17,BIBR 1532,10.0,13,17,1773.0,1426.0,347.0
2214051,M18,CPI-455,0.01,13,18,1736.0,1391.0,345.0
2214051,M19,XAV939,10.0,13,19,1449.0,1183.0,266.0
2214051,M20,SGI-7079,0.1,13,20,1450.0,1103.0,347.0
2214051,M21,Apratastat (TMI-005),0.01,13,21,1582.0,1261.0,321.0
2214051,M22,TAK-243 (MLN7243),0.1,13,22,57.0,34.0,23.0
2214051,M23,Forskolin,0.01,13,23,1765.0,1404.0,361.0
2214051,M24,Spautin 1,1.0,13,24,1594.0,1358.0,236.0
2214051,N01,Brusatol,0.1,14,1,499.0,416.0,83.0
2214051,N02,LGK974,1.0,14,2,1470.0,1127.0,343.0
2214051,N03,Spautin 1,0.1,14,3,1355.0,1010.0,345.0
2214051,N04,10058-F4,1.0,14,4,1536.0,1218.0,318.0
2214051,N05,LY2109761,0.05,14,5,1468.0,1121.0,347.0
2214051,N06,Crenigacestat,0.1,14,6,1460.0,1096.0,364.0
2214051,N07,LOXO-292,0.1,14,7,1474.0,1144.0,330.0
2214051,N08,Spautin 1,0.1,14,8,1445.0,1072.0,373.0
2214051,N09,DMSO,0.0,14,9,1745.0,1390.0,355.0
2214051,N10,C188-9,0.1,14,10,1686.0,1355.0,331.0
2214051,N11,Sitravatinib,10.0,14,11,644.0,593.0,51.0
2214051,N12,Brusatol,1.0,14,12,207.0,174.0,33.0
2214051,N13,DMSO,0.0,14,13,1526.0,1197.0,329.0
2214051,N14,Brequinar,1.0,14,14,1488.0,1197.0,291.0
2214051,N15,GI254023X,0.01,14,15,1718.0,1238.0,480.0
2214051,N17,Ezatiostat,1.0,14,17,1731.0,1472.0,259.0
2214051,N18,LGK974,0.01,14,18,1611.0,1277.0,334.0
2214051,N19,GSK1070916,10.0,14,19,203.0,193.0,10.0
2214051,N20,Piperlongumine,10.0,14,20,7.0,1.0,6.0
2214051,N21,R428,0.1,14,21,1443.0,1147.0,296.0
2214051,N22,10058-F4,0.01,14,22,1647.0,1337.0,310.0
2214051,N23,Ezatiostat,0.1,14,23,1535.0,1206.0,329.0
2214051,N24,BMS493,0.01,14,24,1196.0,991.0,205.0
2214051,O01,LOXO-292,1.0,15,1,1426.0,1148.0,278.0
2214051,O02,GM6001 (Ilomastat ),0.1,15,2,1629.0,1292.0,337.0
2214051,O05,GSK481,10.0,15,5,1451.0,1145.0,306.0
2214051,O06,BMS493,1.0,15,6,1388.0,985.0,403.0
2214051,O07,ML-210,10.0,15,7,561.0,454.0,107.0
2214051,O08,HX531,1.0,15,8,1243.0,921.0,322.0
2214051,O10,RD162,10.0,15,10,1249.0,936.0,313.0
2214051,O11,Brusatol,0.01,15,11,1404.0,1137.0,267.0
2214051,O12,DMSO,0.0,15,12,1531.0,1178.0,353.0
2214051,O13,Alvespimycin (17-DMAG),0.01,15,13,1490.0,1159.0,331.0
2214051,O14,BIBR 1532,1.0,15,14,1416.0,1176.0,240.0
2214051,O15,Crenigacestat,0.1,15,15,1548.0,1209.0,339.0
2214051,O16,ML-210,1.0,15,16,935.0,781.0,154.0
2214051,O17,Ezatiostat,0.01,15,17,1465.0,1186.0,279.0
2214051,O18,GSK1070916,0.01,15,18,922.0,754.0,168.0
2214051,O19,Crenigacestat,1.0,15,19,1646.0,1282.0,364.0
2214051,O20,Crenigacestat,10.0,15,20,1588.0,1244.0,344.0
2214051,O21,Brequinar,10.0,15,21,1165.0,911.0,254.0
2214051,O22,Valemetostat,10.0,15,22,1637.0,1292.0,345.0
2214051,O23,10058-F4,10.0,15,23,1378.0,1145.0,233.0
2214051,O24,MIM1,10.0,15,24,1147.0,1001.0,146.0
2214051,P01,Fluvastatin,0.1,16,1,1168.0,967.0,201.0
2214051,P02,GSK1070916,0.1,16,2,658.0,548.0,110.0
2214051,P03,VLX600,1.0,16,3,43.0,18.0,25.0
2214051,P04,Piperlongumine,10.0,16,4,4.0,2.0,2.0
2214051,P05,GSK481,1.0,16,5,1494.0,1209.0,285.0
2214051,P06,Pladienolide B,0.1,16,6,119.0,87.0,32.0
2214051,P07,Brusatol,10.0,16,7,90.0,79.0,11.0
2214051,P08,"10,12-Tricosadiynoic acid",1.0,16,8,1504.0,1199.0,305.0
2214051,P09,Forskolin,0.1,16,9,1462.0,1225.0,237.0
2214051,P10,TAK-243 (MLN7243),0.1,16,10,28.0,21.0,7.0
2214051,P11,DMSO,0.0,16,11,1465.0,1191.0,274.0
2214051,P12,LY2109761,5.0,16,12,1026.0,722.0,304.0
2214051,P13,Apratastat (TMI-005),10.0,16,13,1288.0,1040.0,248.0
2214051,P14,R428,10.0,16,14,1038.0,885.0,153.0
2214051,P15,Perifosine,0.1,16,15,1463.0,1199.0,264.0
2214051,P16,Ezatiostat,0.01,16,16,1510.0,1185.0,325.0
2214051,P17,GSK1070916,1.0,16,17,651.0,574.0,77.0
2214051,P18,LOXO-292,0.01,16,18,1496.0,1251.0,245.0
2214051,P19,BMS 345541 (trifluoroacetate salt),10.0,16,19,55.0,36.0,19.0
2214051,P20,GM6001 (Ilomastat ),1.0,16,20,1413.0,1192.0,221.0
2214051,P21,R428,1.0,16,21,1327.0,1111.0,216.0
2214051,P22,GM6001 (Ilomastat ),10.0,16,22,1448.0,1188.0,260.0
2214051,P23,Brequinar,0.1,16,23,1555.0,1272.0,283.0
2214051,P24,HX531,0.01,16,24,1369.0,1136.0,233.0
2214052,A01,Ritlecitinib,1.0,1,1,1369.0,1091.0,278.0
2214052,A02,Daidzin,10.0,1,2,1556.0,1224.0,332.0
2214052,A03,AM-0902,1.0,1,3,1502.0,1126.0,376.0
2214052,A04,AZD0156,1.0,1,4,1472.0,1126.0,346.0
2214052,A05,K-975,10.0,1,5,518.0,361.0,157.0
2214052,A06,Pralsetinib,10.0,1,6,835.0,722.0,113.0
2214052,A07,Verteporfin,0.001,1,7,1566.0,1121.0,445.0
2214052,A08,PF-3758309,0.1,1,8,725.0,584.0,141.0
2214052,A09,Withaferin A,1.0,1,9,6.0,3.0,3.0
2214052,A10,6-thio-dG,0.1,1,10,1502.0,1209.0,293.0
