gs_id	gene_id
MES	152098
MES	23243
ADRN	8292
MES	23012
ADRN	338799
ADRN	84258
ADRN	400798
ADRN	2532
ADRN	151230
ADRN	100526832
ADRN	83463
ADRN	84986
MES	3931
MES	4111
ADRN	221914
MES	286467
ADRN	594855
MES	3073
MES	54741
MES	81606
MES	1903
MES	1192
ADRN	534
MES	147040
MES	10379
ADRN	730087
MES	30851
ADRN	7643
ADRN	101060200
MES	7106
ADRN	768206
MES	401397
MES	283
ADRN	344167
ADRN	387104
ADRN	54492
MES	100528020
MES	64506
ADRN	400954
ADRN	442319
MES	4515
MES	196913
MES	283551
MES	64283
MES	729920
ADRN	392862
ADRN	134111
MES	4636
ADRN	388815
ADRN	85508
ADRN	407975
ADRN	114044
ADRN	3166
ADRN	728833
MES	10437
MES	648791
MES	101929145
ADRN	2189
ADRN	91584
MES	4102
MES	4105
MES	1052
MES	5676
ADRN	23467
MES	10626
ADRN	388759
MES	84561
MES	80830
MES	3995
MES	149478
MES	112597
ADRN	378881
ADRN	100507257
ADRN	124905179
ADRN	284391
ADRN	548596
ADRN	1159
ADRN	3115
MES	114902
ADRN	100129175
MES	285954
ADRN	285878
MES	92340
ADRN	199800
ADRN	642659
MES	283050
MES	100302401
ADRN	100129845
ADRN	101927300
ADRN	401399
MES	9842
ADRN	400765
ADRN	124904228
MES	139281638
ADRN	102723305
MES	84627
ADRN	440823
MES	2074
ADRN	26082
ADRN	101929329
ADRN	100129215
MES	100506834
MES	79134
ADRN	105373984
ADRN	107986806
MES	401014
MES	440498
ADRN	100288413
ADRN	57291
MES	100499467
MES	400619
ADRN	56967
MES	107985194
MES	100287225
ADRN	100505538
MES	102723834
ADRN	122152331
ADRN	122152326
MES	643723
ADRN	100507057
ADRN	386597
ADRN	1719
ADRN	100996635
MES	101927482
MES	100507347
ADRN	100128640
MES	401093
ADRN	57615
ADRN	102723775
ADRN	400604
ADRN	104169671
ADRN	139198561
MES	404281
MES	105378305
ADRN	100132948
ADRN	8847
ADRN	643749
MES	5669
MES	5672
MES	6892
ADRN	114821
MES	643382
MES	389813
MES	107985200
MES	100996732
MES	100507507
ADRN	102723508
MES	100506697
ADRN	127814295
ADRN	107985040
MES	100129434
MES	2876
MES	117581
MES	728431
ADRN	105376748
ADRN	10408
ADRN	101927289
ADRN	102723927
ADRN	105372840
ADRN	338651
ADRN	440567
MES	101928820
ADRN	730130
ADRN	101927554
ADRN	728927
ADRN	390940
ADRN	8629
ADRN	107985882
ADRN	101927043
MES	3106
MES	441389
ADRN	101929445
MES	387882
ADRN	255031
MES	109729169
MES	100132891
ADRN	107984875
ADRN	400242
MES	646324
ADRN	90271
MES	8705
ADRN	100874238
ADRN	100509894
ADRN	284900
ADRN	84968
ADRN	128966702
ADRN	112935969
ADRN	401491
ADRN	100506108
ADRN	101927973
MES	100506922
MES	100506881
MES	618
ADRN	81571
ADRN	79804
MES	100131213
MES	84752
MES	441094
MES	150142
ADRN	1159
ADRN	548596
ADRN	100129842
ADRN	150051
ADRN	3833
MES	100507516
ADRN	439949
ADRN	101929337
ADRN	100506215
MES	81567
MES	652968
ADRN	723809
ADRN	400793
MES	5698
ADRN	102724019
MES	5098
ADRN	100287482
MES	84129
MES	105374003
ADRN	10687
MES	56097
ADRN	285286
MES	101927111
MES	374286
ADRN	57026
MES	9936
ADRN	8577
MES	80301
MES	541565
MES	112817
MES	23600
ADRN	51537
ADRN	398
MES	5670
MES	26286
ADRN	23089
ADRN	102723672
ADRN	107986119
MES	728591
ADRN	340526
MES	9907
ADRN	163051
MES	5680
MES	5672
MES	11037
MES	1945
MES	3588
MES	629
MES	344595
MES	100506144
MES	9054
MES	91179
MES	27350
MES	442213
MES	440028
MES	283131
MES	101927204
ADRN	100652791
ADRN	101927074
MES	100507053
ADRN	124903670
ADRN	121233925
MES	284080
MES	55766
ADRN	124906712
MES	105369147
ADRN	283596
MES	729013
ADRN	85364
ADRN	101928847
MES	11344
MES	257396
MES	100506668
ADRN	101928509
ADRN	100507602
ADRN	101928649
MES	285505
ADRN	654790
ADRN	283731
MES	342184
ADRN	23354
ADRN	4671
MES	100292680
ADRN	653125
MES	25907
MES	641364
MES	283140
ADRN	255403
ADRN	105377623
ADRN	105374425
ADRN	101928595
MES	100526761
MES	100302736
ADRN	105377543
ADRN	100526694
MES	100507487
MES	101928893
MES	2297
MES	378938
ADRN	677768
ADRN	157627
MES	168455
MES	388610
MES	105375751
MES	100750225
ADRN	100507341
MES	107986952
ADRN	552889
ADRN	101928058
MES	56106
ADRN	8641
MES	137075
MES	107986951
ADRN	441381
MES	728975
ADRN	388015
ADRN	129810502
ADRN	92312
ADRN	692247
MES	399959
ADRN	56145
ADRN	254559
ADRN	9865
ADRN	23642
MES	493913
MES	1519
MES	85027
MES	100288695
ADRN	56242
MES	96626
ADRN	100128191
MES	100506606
MES	105369848
MES	8972
MES	8693
ADRN	151534
MES	255783
ADRN	105369758
ADRN	101927267
ADRN	283624
ADRN	64150
MES	53840
MES	102724814
ADRN	112268124
MES	6038
ADRN	90799
ADRN	388021
MES	102724015
MES	3690
ADRN	109729181
MES	105370876
MES	145694
ADRN	107985879
ADRN	101929560
MES	101929690
ADRN	642366
MES	100131315
MES	100507588
MES	124903667
ADRN	23732
ADRN	100527963
ADRN	119863870
MES	101927809
ADRN	102723166
MES	197187
ADRN	150967
ADRN	343702
MES	9236
MES	101927155
ADRN	100507421
MES	83481
ADRN	401720
ADRN	105274304
MES	112806053
ADRN	124906037
ADRN	124906033
ADRN	83482
ADRN	100506083
ADRN	728498
MES	100534599
MES	100287616
ADRN	730183
MES	124900372
MES	100129781
ADRN	110806279
MES	56111
ADRN	100294362
MES	9641
ADRN	100287042
MES	728113
MES	653145
MES	653145
MES	9554
ADRN	57597
ADRN	2662
ADRN	101927720
ADRN	342892
ADRN	110806298
ADRN	728485
ADRN	103689912
ADRN	101927855
MES	400617
ADRN	100507433
ADRN	26974
ADRN	400685
ADRN	126568845
ADRN	56936
ADRN	105372321
ADRN	644656
ADRN	54553
MES	100652739
ADRN	100073347
MES	389903
MES	102723547
MES	388630
ADRN	101669766
MES	8517
ADRN	104472717
ADRN	100505761
ADRN	10984
ADRN	122539214
MES	152048
MES	25832
ADRN	91608
MES	339929
MES	100132406
ADRN	79148
ADRN	115308161
MES	105377023
MES	389332
MES	404672
MES	100129461
ADRN	105374971
ADRN	11165
ADRN	100133941
MES	100631383
ADRN	123706533
ADRN	152687
ADRN	8447
ADRN	105377540
ADRN	26220
ADRN	107984262
ADRN	112441426
ADRN	105375517
ADRN	105375519
MES	25786
ADRN	118568803
ADRN	100170841
ADRN	79159
ADRN	30837
ADRN	283683
ADRN	102724560
ADRN	102724701
ADRN	102724219
ADRN	389831
ADRN	139189
MES	79873
MES	157285
ADRN	389610
ADRN	8345
MES	57636
ADRN	102724594
MES	102724428
MES	11072
ADRN	29128
MES	101929494
MES	338382
ADRN	1602
MES	653145
ADRN	102724701
ADRN	102724843
ADRN	389831
ADRN	100287808
ADRN	101928991
ADRN	150384
ADRN	80725
ADRN	93474
ADRN	110806277
ADRN	4747
MES	105371267
ADRN	201299
ADRN	7554
ADRN	7772
ADRN	124905527
ADRN	144486
ADRN	105379487
MES	100130890
ADRN	102724859
ADRN	100132249
ADRN	100130148
ADRN	124905527
ADRN	105379499
ADRN	285097
ADRN	124905527
ADRN	102724701
MES	105379507
ADRN	110806272
MES	103611157
ADRN	100507173
ADRN	105372705
MES	100507747
ADRN	89839
MES	643650
ADRN	145783
MES	128706666
MES	645485
MES	124900388
MES	728392
MES	114841035
ADRN	107985206
ADRN	101927505
MES	105377663
ADRN	119545628
MES	105369250
ADRN	122319436
MES	101927423
